<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.12.19	05:45:00	2024.24	2024.24	2023.07	2023.39	1365	0	20
2023.12.19	06:00:00	2023.40	2023.42	2021.83	2022.17	1543	0	20
2023.12.19	06:15:00	2022.07	2022.96	2021.62	2022.62	1119	0	20
2023.12.19	06:30:00	2022.55	2023.57	2022.39	2023.07	976	0	4
2023.12.19	06:45:00	2023.10	2024.43	2022.97	2024.26	1114	0	20
2023.12.19	07:00:00	2024.27	2024.29	2022.62	2023.53	1255	0	20
2023.12.19	07:15:00	2023.64	2024.49	2023.43	2024.17	898	0	20
2023.12.19	07:30:00	2024.17	2024.87	2023.93	2024.67	1059	0	20
2023.12.19	07:45:00	2024.65	2025.32	2022.29	2023.96	2277	0	20
2023.12.19	08:00:00	2023.94	2024.58	2023.61	2024.33	1004	0	20
2023.12.19	08:15:00	2024.33	2024.70	2023.93	2024.16	886	0	20
2023.12.19	08:30:00	2024.12	2026.51	2023.31	2024.68	7512	0	19
2023.12.19	08:45:00	2024.67	2026.07	2024.46	2024.79	4454	0	19
2023.12.19	09:00:00	2024.81	2024.91	2022.83	2024.48	5746	0	19
2023.12.19	09:15:00	2024.49	2026.31	2023.79	2025.67	5616	0	19
2023.12.19	09:30:00	2025.69	2026.44	2024.44	2025.06	4446	0	16
2023.12.19	09:45:00	2025.06	2025.88	2024.09	2024.81	4573	0	16
2023.12.19	10:00:00	2024.80	2025.42	2023.71	2024.95	4300	0	16
2023.12.19	10:15:00	2024.95	2027.06	2024.43	2027.04	4049	0	16
2023.12.19	10:30:00	2027.05	2028.54	2026.85	2026.98	5072	0	16
2023.12.19	10:45:00	2026.97	2027.42	2026.10	2027.15	3736	0	16
2023.12.19	11:00:00	2027.05	2027.51	2026.26	2026.88	3284	0	16
2023.12.19	11:15:00	2026.98	2027.19	2025.51	2025.84	3138	0	8
2023.12.19	11:30:00	2025.84	2027.18	2025.64	2026.92	2663	0	11
2023.12.19	11:45:00	2026.92	2027.06	2025.95	2026.26	1887	0	16
2023.12.19	12:00:00	2026.25	2027.06	2025.91	2026.33	2169	0	16
2023.12.19	12:15:00	2026.33	2026.91	2025.90	2026.03	1962	0	16
2023.12.19	12:30:00	2026.02	2026.32	2024.45	2024.47	3281	0	16
2023.12.19	12:45:00	2024.47	2025.92	2024.14	2025.60	2123	0	16
2023.12.19	13:00:00	2025.60	2026.89	2025.23	2026.55	2959	0	16
2023.12.19	13:15:00	2026.56	2027.30	2026.19	2026.89	2381	0	16
2023.12.19	13:30:00	2026.90	2027.04	2026.08	2026.25	1926	0	16
2023.12.19	13:45:00	2026.24	2026.85	2026.04	2026.48	1540	0	16
2023.12.19	14:00:00	2026.48	2028.83	2026.37	2028.60	3139	0	16
2023.12.19	14:15:00	2028.60	2029.64	2027.71	2027.98	3843	0	16
2023.12.19	14:30:00	2027.98	2030.10	2026.06	2028.20	7050	0	16
2023.12.19	14:45:00	2028.30	2030.13	2026.95	2029.54	7483	0	16
2023.12.19	15:00:00	2029.54	2031.02	2029.33	2030.70	5660	0	16
2023.12.19	15:15:00	2030.69	2032.68	2030.19	2031.20	7266	0	16
2023.12.19	15:30:00	2031.20	2031.20	2028.36	2029.02	8143	0	16
2023.12.19	15:45:00	2029.03	2030.74	2028.80	2029.98	7031	0	16
2023.12.19	16:00:00	2029.99	2031.84	2028.83	2031.37	5659	0	4
2023.12.19	16:15:00	2031.37	2032.10	2030.62	2031.14	5142	0	16
2023.12.19	16:30:00	2031.12	2037.56	2029.66	2037.11	10369	0	16
2023.12.19	16:45:00	2037.11	2042.28	2036.59	2041.29	9900	0	16
2023.12.19	17:00:00	2041.30	2043.52	2040.67	2042.26	10085	0	16
2023.12.19	17:15:00	2042.25	2045.52	2042.07	2043.16	9169	0	16
2023.12.19	17:30:00	2043.16	2044.46	2038.90	2039.94	8476	0	16
2023.12.19	17:45:00	2039.94	2041.96	2039.54	2041.78	7844	0	16
2023.12.19	18:00:00	2041.88	2043.81	2041.08	2043.65	5705	0	7
2023.12.19	18:15:00	2043.65	2046.02	2043.55	2045.93	3668	0	16
2023.12.19	18:30:00	2045.93	2047.03	2044.90	2046.34	5989	0	16
2023.12.19	18:45:00	2046.35	2046.55	2044.03	2044.26	5043	0	16
2023.12.19	19:00:00	2044.25	2045.56	2042.24	2042.35	5721	0	18
2023.12.19	19:15:00	2042.25	2042.67	2040.65	2041.96	4929	0	18
2023.12.19	19:30:00	2041.99	2042.58	2040.88	2041.38	3621	0	18
2023.12.19	19:45:00	2041.37	2041.70	2040.10	2040.25	3531	0	18
2023.12.19	20:00:00	2040.27	2040.96	2036.77	2037.15	5055	0	18
2023.12.19	20:15:00	2037.16	2038.62	2036.57	2038.37	5848	0	18
2023.12.19	20:30:00	2038.47	2038.96	2037.38	2038.63	4355	0	18
2023.12.19	20:45:00	2038.60	2039.23	2037.86	2039.12	3103	0	18
2023.12.19	21:00:00	2039.11	2039.39	2038.39	2038.90	2790	0	18
2023.12.19	21:15:00	2038.90	2039.20	2038.44	2038.97	2263	0	18
2023.12.19	21:30:00	2038.99	2039.71	2038.75	2038.99	2197	0	18
2023.12.19	21:45:00	2039.00	2039.61	2038.69	2039.51	2000	0	18
2023.12.19	22:00:00	2039.52	2039.80	2038.61	2039.21	2313	0	18
2023.12.19	22:15:00	2039.20	2039.84	2038.89	2039.40	2061	0	4
2023.12.19	22:30:00	2039.41	2039.95	2038.73	2038.96	1789	0	18
2023.12.19	22:45:00	2038.95	2040.48	2038.82	2040.22	2571	0	18
2023.12.19	23:00:00	2040.16	2040.37	2039.67	2039.90	346	0	29
2023.12.19	23:15:00	2039.87	2039.97	2039.54	2039.83	245	0	5
2023.12.19	23:30:00	2040.00	2040.21	2039.48	2039.97	273	0	5
2023.12.19	23:45:00	2039.96	2040.60	2039.93	2040.13	251	0	5
2023.12.20	01:00:00	2040.05	2041.04	2039.60	2040.55	875	0	4
2023.12.20	01:15:00	2040.57	2041.71	2038.95	2039.03	1333	0	20
2023.12.20	01:30:00	2039.05	2040.28	2038.70	2040.02	1108	0	20
2023.12.20	01:45:00	2040.00	2041.62	2039.78	2040.89	1113	0	20
2023.12.20	02:00:00	2040.87	2041.06	2039.53	2040.34	1099	0	20
2023.12.20	02:15:00	2040.19	2040.79	2039.63	2040.77	798	0	20
2023.12.20	02:30:00	2040.75	2041.04	2039.79	2039.80	721	0	8
2023.12.20	02:45:00	2039.80	2039.87	2038.67	2039.21	1551	0	20
2023.12.20	03:00:00	2039.21	2039.92	2038.23	2039.15	1525	0	20
2023.12.20	03:15:00	2039.13	2039.57	2038.48	2038.78	1265	0	20
2023.12.20	03:30:00	2038.76	2038.87	2037.59	2037.77	1186	0	20
2023.12.20	03:45:00	2037.82	2038.81	2037.56	2038.12	1200	0	20
2023.12.20	04:00:00	2038.12	2038.18	2036.59	2037.93	1365	0	20
2023.12.20	04:15:00	2037.96	2038.27	2037.20	2038.16	871	0	20
2023.12.20	04:30:00	2038.14	2039.52	2037.98	2038.56	1117	0	20
2023.12.20	04:45:00	2038.53	2040.45	2038.53	2039.98	881	0	20
2023.12.20	05:00:00	2039.96	2040.61	2038.95	2039.58	932	0	20
2023.12.20	05:15:00	2039.61	2040.01	2039.15	2039.92	546	0	20
2023.12.20	05:30:00	2039.91	2040.97	2039.61	2040.05	958	0	20
2023.12.20	05:45:00	2040.05	2040.72	2039.90	2040.42	718	0	20
2023.12.20	06:00:00	2040.40	2040.63	2039.80	2040.42	624	0	20
2023.12.20	06:15:00	2040.42	2040.68	2039.86	2040.22	578	0	20
2023.12.20	06:30:00	2040.22	2040.70	2039.87	2040.53	514	0	4
2023.12.20	06:45:00	2040.52	2041.08	2040.12	2040.48	688	0	20
2023.12.20	07:00:00	2040.50	2040.63	2039.75	2039.86	566	0	20
2023.12.20	07:15:00	2039.83	2040.42	2039.56	2040.21	641	0	4
2023.12.20	07:30:00	2040.19	2040.39	2039.28	2040.29	916	0	4
2023.12.20	07:45:00	2040.27	2041.44	2040.10	2041.21	896	0	20
2023.12.20	08:00:00	2041.23	2042.45	2040.84	2042.28	1399	0	20
2023.12.20	08:15:00	2042.26	2042.37	2040.41	2040.57	1535	0	20
2023.12.20	08:30:00	2040.58	2041.91	2040.43	2041.07	2478	0	19
2023.12.20	08:45:00	2041.07	2041.80	2040.73	2041.04	1985	0	19
2023.12.20	09:00:00	2041.06	2042.56	2040.56	2042.31	4985	0	19
2023.12.20	09:15:00	2042.33	2043.18	2041.68	2042.56	4288	0	19
2023.12.20	09:30:00	2042.58	2043.56	2042.23	2042.49	3699	0	16
2023.12.20	09:45:00	2042.39	2043.41	2041.37	2042.26	3428	0	16
2023.12.20	10:00:00	2042.26	2042.26	2039.64	2039.81	4845	0	16
2023.12.20	10:15:00	2039.71	2041.30	2039.71	2041.15	4043	0	16
2023.12.20	10:30:00	2041.18	2042.00	2040.43	2040.90	3721	0	16
2023.12.20	10:45:00	2040.90	2041.15	2040.04	2040.89	3585	0	16
2023.12.20	11:00:00	2040.90	2042.58	2040.58	2042.54	3671	0	16
2023.12.20	11:15:00	2042.53	2042.53	2041.15	2041.37	3402	0	16
2023.12.20	11:30:00	2041.38	2041.81	2039.75	2040.11	2879	0	16
2023.12.20	11:45:00	2040.21	2040.58	2039.50	2039.99	3354	0	16
2023.12.20	12:00:00	2039.89	2040.41	2038.30	2038.31	3248	0	16
2023.12.20	12:15:00	2038.28	2038.70	2036.28	2036.28	3709	0	16
2023.12.20	12:30:00	2036.27	2037.09	2035.80	2036.52	4016	0	16
2023.12.20	12:45:00	2036.52	2037.31	2035.51	2035.83	3613	0	16
2023.12.20	13:00:00	2035.81	2036.05	2033.28	2035.42	4750	0	16
2023.12.20	13:15:00	2035.43	2035.43	2031.64	2033.42	4586	0	16
2023.12.20	13:30:00	2033.45	2034.37	2032.89	2033.09	3825	0	16
2023.12.20	13:45:00	2033.09	2033.68	2032.04	2033.61	4271	0	16
2023.12.20	14:00:00	2033.60	2036.48	2033.10	2034.23	5325	0	16
2023.12.20	14:15:00	2034.12	2035.43	2033.06	2033.39	3849	0	16
2023.12.20	14:30:00	2033.49	2035.18	2033.29	2034.96	3313	0	16
2023.12.20	14:45:00	2034.96	2036.00	2033.57	2033.95	4139	0	16
2023.12.20	15:00:00	2033.97	2035.39	2033.61	2034.99	6047	0	16
2023.12.20	15:15:00	2034.99	2035.36	2032.30	2032.60	6017	0	16
2023.12.20	15:30:00	2032.60	2033.60	2029.46	2032.68	6783	0	16
2023.12.20	15:45:00	2032.71	2036.56	2032.27	2036.48	7876	0	16
2023.12.20	16:00:00	2036.48	2039.92	2035.91	2039.11	8658	0	16
2023.12.20	16:15:00	2039.12	2039.47	2035.05	2035.76	7333	0	16
2023.12.20	16:30:00	2035.75	2037.00	2033.96	2035.03	9142	0	16
2023.12.20	16:45:00	2035.03	2038.42	2034.69	2038.16	8371	0	16
2023.12.20	17:00:00	2038.16	2038.93	2032.56	2033.75	10352	0	16
2023.12.20	17:15:00	2033.74	2034.78	2030.38	2031.82	8980	0	16
2023.12.20	17:30:00	2031.81	2035.42	2031.79	2034.05	8532	0	16
2023.12.20	17:45:00	2034.04	2034.13	2031.65	2032.41	7920	0	16
2023.12.20	18:00:00	2032.41	2034.90	2032.41	2034.50	5541	0	4
2023.12.20	18:15:00	2034.52	2035.24	2033.31	2034.75	3570	0	16
2023.12.20	18:30:00	2034.75	2035.17	2033.06	2033.87	4926	0	16
2023.12.20	18:45:00	2033.87	2035.37	2033.18	2034.65	4334	0	16
2023.12.20	19:00:00	2034.64	2035.20	2033.90	2034.04	3709	0	18
2023.12.20	19:15:00	2033.94	2034.47	2032.53	2032.77	3515	0	18
2023.12.20	19:30:00	2032.76	2034.36	2031.86	2034.02	3427	0	18
2023.12.20	19:45:00	2034.01	2035.33	2033.91	2034.58	3893	0	18
2023.12.20	20:00:00	2034.57	2035.33	2033.90	2033.90	3874	0	18
2023.12.20	20:15:00	2034.11	2035.69	2033.97	2034.50	3594	0	18
2023.12.20	20:30:00	2034.48	2036.29	2034.37	2035.55	2889	0	18
2023.12.20	20:45:00	2035.53	2036.75	2035.26	2036.14	1512	0	4
2023.12.20	21:00:00	2036.13	2036.37	2035.23	2036.37	2081	0	18
2023.12.20	21:15:00	2036.27	2037.24	2035.69	2036.00	2384	0	18
2023.12.20	21:30:00	2035.99	2036.42	2034.09	2034.25	3148	0	18
2023.12.20	21:45:00	2034.15	2034.67	2030.02	2032.29	6611	0	18
2023.12.20	22:00:00	2032.30	2032.98	2030.08	2032.31	6602	0	18
2023.12.20	22:15:00	2032.26	2033.87	2032.21	2033.05	6035	0	18
2023.12.20	22:30:00	2033.03	2033.44	2031.87	2033.01	4845	0	18
2023.12.20	22:45:00	2033.03	2033.15	2029.39	2029.73	5081	0	18
2023.12.20	23:00:00	2029.74	2031.04	2029.15	2030.54	1689	0	18
2023.12.20	23:15:00	2030.53	2031.11	2029.55	2029.89	839	0	29
2023.12.20	23:30:00	2029.91	2030.01	2027.27	2028.42	1459	0	29
2023.12.20	23:45:00	2028.37	2032.02	2028.22	2031.31	921	0	5
2023.12.21	01:00:00	2032.05	2033.28	2031.81	2032.56	1221	0	4
2023.12.21	01:15:00	2032.57	2032.89	2031.77	2032.17	831	0	20
2023.12.21	01:30:00	2032.15	2032.24	2031.39	2031.73	721	0	4
2023.12.21	01:45:00	2031.71	2032.65	2031.54	2032.13	648	0	20
2023.12.21	02:00:00	2032.14	2033.56	2031.84	2033.11	903	0	20
2023.12.21	02:15:00	2033.11	2033.57	2032.73	2033.01	605	0	4
2023.12.21	02:30:00	2033.04	2034.19	2032.86	2033.40	773	0	20
2023.12.21	02:45:00	2033.41	2034.15	2033.18	2033.62	915	0	20
2023.12.21	03:00:00	2033.64	2034.65	2033.33	2033.92	1339	0	20
2023.12.21	03:15:00	2033.90	2034.86	2033.59	2033.84	1359	0	20
2023.12.21	03:30:00	2033.84	2035.04	2033.84	2034.93	1327	0	20
2023.12.21	03:45:00	2034.91	2036.01	2034.72	2035.44	1447	0	20
2023.12.21	04:00:00	2035.42	2037.51	2035.22	2036.25	2046	0	20
2023.12.21	04:15:00	2036.27	2036.46	2034.79	2035.03	1275	0	20
2023.12.21	04:30:00	2034.94	2036.42	2034.80	2036.19	1389	0	20
2023.12.21	04:45:00	2036.20	2037.31	2036.07	2036.92	966	0	20
2023.12.21	05:00:00	2036.94	2037.61	2036.61	2036.96	974	0	20
2023.12.21	05:15:00	2036.96	2037.06	2035.45	2035.80	1034	0	20
2023.12.21	05:30:00	2035.80	2037.59	2035.41	2037.39	877	0	4
2023.12.21	05:45:00	2037.28	2037.76	2036.73	2037.42	796	0	20
2023.12.21	06:00:00	2037.44	2037.95	2037.00	2037.27	805	0	20
2023.12.21	06:15:00	2037.27	2037.75	2036.79	2037.45	869	0	20
2023.12.21	06:30:00	2037.46	2037.64	2036.38	2036.83	700	0	20
2023.12.21	06:45:00	2036.84	2037.27	2036.04	2036.24	546	0	4
2023.12.21	07:00:00	2036.26	2037.11	2036.09	2036.97	748	0	4
2023.12.21	07:15:00	2036.98	2038.23	2036.69	2036.91	878	0	20
2023.12.21	07:30:00	2037.01	2037.25	2035.76	2036.18	1537	0	20
2023.12.21	07:45:00	2036.19	2036.50	2034.83	2036.12	1463	0	20
2023.12.21	08:00:00	2036.12	2036.37	2034.53	2035.18	1338	0	20
2023.12.21	08:15:00	2035.23	2035.67	2034.26	2035.57	1265	0	20
2023.12.21	08:30:00	2035.58	2036.50	2035.42	2035.87	2197	0	19
2023.12.21	08:45:00	2035.88	2037.16	2035.61	2036.87	2286	0	19
2023.12.21	09:00:00	2036.88	2037.37	2035.07	2035.37	3716	0	19
2023.12.21	09:15:00	2035.36	2035.85	2033.79	2035.34	3676	0	19
2023.12.21	09:30:00	2035.36	2036.38	2035.12	2035.45	3433	0	16
2023.12.21	09:45:00	2035.45	2035.45	2033.85	2034.96	4037	0	16
2023.12.21	10:00:00	2034.95	2036.15	2034.74	2036.15	4414	0	16
2023.12.21	10:15:00	2035.95	2036.74	2035.11	2035.82	3216	0	16
2023.12.21	10:30:00	2035.83	2037.30	2035.73	2036.66	3743	0	16
2023.12.21	10:45:00	2036.66	2037.14	2035.43	2036.44	3502	0	16
2023.12.21	11:00:00	2036.44	2037.19	2035.40	2036.95	3519	0	16
2023.12.21	11:15:00	2036.96	2037.08	2036.04	2036.29	2471	0	16
2023.12.21	11:30:00	2036.19	2036.75	2035.01	2035.03	2108	0	8
2023.12.21	11:45:00	2035.11	2035.71	2034.63	2035.39	2245	0	16
2023.12.21	12:00:00	2035.39	2036.16	2034.87	2035.67	2582	0	16
2023.12.21	12:15:00	2035.67	2036.10	2034.29	2034.40	2231	0	16
2023.12.21	12:30:00	2034.39	2034.85	2032.93	2033.69	4507	0	16
2023.12.21	12:45:00	2033.70	2034.81	2033.53	2034.07	3062	0	16
2023.12.21	13:00:00	2034.07	2034.98	2033.79	2034.69	2847	0	16
2023.12.21	13:15:00	2034.68	2035.27	2034.14	2034.73	2364	0	16
2023.12.21	13:30:00	2034.83	2035.45	2033.91	2034.02	3324	0	16
2023.12.21	13:45:00	2034.02	2035.20	2033.79	2034.16	3049	0	16
2023.12.21	14:00:00	2034.06	2034.33	2033.18	2033.69	3227	0	16
2023.12.21	14:15:00	2033.68	2036.70	2033.49	2036.60	3354	0	16
2023.12.21	14:30:00	2036.40	2039.54	2036.14	2037.89	5201	0	16
2023.12.21	14:45:00	2037.89	2039.12	2037.43	2037.99	3972	0	16
2023.12.21	15:00:00	2037.98	2038.42	2035.71	2036.45	5114	0	16
2023.12.21	15:15:00	2036.45	2037.62	2034.88	2036.01	5555	0	16
2023.12.21	15:30:00	2036.08	2046.12	2032.01	2043.14	21152	0	16
2023.12.21	15:45:00	2043.11	2043.42	2040.97	2041.42	10636	0	16
2023.12.21	16:00:00	2041.44	2043.39	2036.95	2039.37	9949	0	16
2023.12.21	16:15:00	2039.37	2042.08	2038.61	2041.98	8438	0	16
2023.12.21	16:30:00	2041.99	2044.83	2041.24	2042.66	13871	0	16
2023.12.21	16:45:00	2042.65	2046.12	2041.70	2042.15	12169	0	16
2023.12.21	17:00:00	2042.15	2043.02	2036.50	2038.85	14056	0	16
2023.12.21	17:15:00	2038.83	2041.60	2038.34	2040.64	9927	0	16
2023.12.21	17:30:00	2040.63	2041.67	2038.69	2040.35	9167	0	16
2023.12.21	17:45:00	2040.55	2042.05	2040.21	2041.50	7769	0	16
2023.12.21	18:00:00	2041.49	2043.58	2040.93	2042.46	7877	0	16
2023.12.21	18:15:00	2042.46	2044.62	2041.55	2044.62	6741	0	16
2023.12.21	18:30:00	2044.64	2044.74	2041.70	2042.29	5644	0	16
2023.12.21	18:45:00	2042.28	2043.13	2041.37	2041.55	4577	0	16
2023.12.21	19:00:00	2041.55	2043.31	2040.94	2042.57	5629	0	16
2023.12.21	19:15:00	2042.59	2043.83	2041.58	2042.27	5246	0	18
2023.12.21	19:30:00	2042.22	2043.01	2040.89	2041.69	4296	0	18
2023.12.21	19:45:00	2041.70	2042.12	2040.24	2040.99	3909	0	18
2023.12.21	20:00:00	2040.97	2041.80	2038.60	2038.90	4987	0	18
2023.12.21	20:15:00	2038.92	2040.20	2037.42	2039.52	5997	0	18
2023.12.21	20:30:00	2039.42	2040.86	2038.35	2038.82	4660	0	18
2023.12.21	20:45:00	2038.84	2039.61	2038.20	2039.02	3404	0	18
2023.12.21	21:00:00	2039.03	2041.28	2038.95	2040.97	2028	0	4
2023.12.21	21:15:00	2040.96	2043.03	2040.80	2042.79	3227	0	18
2023.12.21	21:30:00	2042.82	2045.17	2042.58	2044.64	3972	0	18
2023.12.21	21:45:00	2044.63	2045.09	2043.50	2043.87	3276	0	18
2023.12.21	22:00:00	2043.88	2045.21	2043.38	2043.64	3178	0	18
2023.12.21	22:15:00	2043.74	2044.48	2042.99	2043.76	2881	0	18
2023.12.21	22:30:00	2043.79	2044.65	2043.62	2044.17	2225	0	18
2023.12.21	22:45:00	2044.18	2044.68	2043.41	2044.11	2477	0	18
2023.12.21	23:00:00	2044.05	2045.36	2043.75	2044.42	821	0	29
2023.12.21	23:15:00	2044.40	2045.12	2044.27	2044.99	444	0	25
2023.12.21	23:30:00	2044.98	2045.78	2044.50	2045.52	447	0	5
2023.12.21	23:45:00	2045.50	2045.98	2045.31	2045.78	518	0	5
2023.12.22	01:00:00	2045.87	2050.11	2045.87	2048.87	2042	0	4
2023.12.22	01:15:00	2048.87	2050.09	2047.94	2048.88	1444	0	20
2023.12.22	01:30:00	2048.87	2054.25	2048.77	2053.89	2329	0	20
2023.12.22	01:45:00	2053.87	2055.09	2051.50	2052.86	2480	0	20
2023.12.22	02:00:00	2052.76	2053.94	2048.98	2049.46	2635	0	20
2023.12.22	02:15:00	2049.43	2049.56	2046.91	2048.54	2196	0	20
2023.12.22	02:30:00	2048.56	2051.05	2048.50	2049.90	1913	0	20
2023.12.22	02:45:00	2049.90	2049.90	2047.35	2048.08	1777	0	20
2023.12.22	03:00:00	2048.10	2048.62	2046.78	2047.39	2231	0	20
2023.12.22	03:15:00	2047.41	2048.96	2047.29	2048.77	1569	0	20
2023.12.22	03:30:00	2048.79	2051.34	2048.15	2049.20	2664	0	20
2023.12.22	03:45:00	2049.22	2049.52	2048.14	2048.67	1629	0	20
2023.12.22	04:00:00	2048.69	2050.61	2048.59	2050.49	1685	0	20
2023.12.22	04:15:00	2050.47	2050.56	2047.84	2048.99	1250	0	20
2023.12.22	04:30:00	2048.99	2050.54	2048.99	2049.20	1482	0	20
2023.12.22	04:45:00	2049.20	2050.96	2048.95	2050.17	1729	0	20
2023.12.22	05:00:00	2050.15	2050.89	2049.78	2050.14	1390	0	20
2023.12.22	05:15:00	2050.14	2051.31	2049.80	2050.09	1056	0	20
2023.12.22	05:30:00	2050.08	2050.20	2047.07	2047.82	1717	0	20
2023.12.22	05:45:00	2047.84	2049.04	2047.48	2048.21	1190	0	4
2023.12.22	06:00:00	2048.23	2049.75	2048.00	2049.40	937	0	20
2023.12.22	06:15:00	2049.43	2050.63	2048.91	2049.84	867	0	20
2023.12.22	06:30:00	2049.82	2050.70	2049.47	2049.60	1052	0	20
2023.12.22	06:45:00	2049.65	2049.87	2048.85	2049.56	726	0	4
2023.12.22	07:00:00	2049.59	2049.74	2048.40	2049.10	970	0	20
2023.12.22	07:15:00	2049.12	2049.34	2047.55	2049.25	1426	0	20
2023.12.22	07:30:00	2049.28	2049.62	2047.92	2048.32	1466	0	20
2023.12.22	07:45:00	2048.22	2048.98	2047.95	2048.28	1404	0	20
2023.12.22	08:00:00	2048.28	2049.12	2048.17	2048.60	783	0	7
2023.12.22	08:15:00	2048.60	2049.00	2047.63	2048.81	1109	0	20
2023.12.22	08:30:00	2048.83	2048.92	2047.04	2047.04	2725	0	19
2023.12.22	08:45:00	2047.05	2048.39	2046.94	2047.68	2164	0	19
2023.12.22	09:00:00	2047.67	2049.13	2047.37	2048.66	4027	0	19
2023.12.22	09:15:00	2048.67	2049.50	2047.87	2049.35	2691	0	19
2023.12.22	09:30:00	2049.36	2050.94	2049.08	2050.42	4337	0	16
2023.12.22	09:45:00	2050.42	2050.82	2049.57	2049.98	3312	0	16
2023.12.22	10:00:00	2049.97	2051.13	2049.52	2049.98	4581	0	16
2023.12.22	10:15:00	2049.98	2050.66	2049.80	2050.03	3787	0	16
2023.12.22	10:30:00	2050.03	2051.63	2049.73	2051.59	3602	0	16
2023.12.22	10:45:00	2051.58	2052.20	2051.19	2051.42	3565	0	16
2023.12.22	11:00:00	2051.43	2053.57	2051.34	2053.26	4145	0	16
2023.12.22	11:15:00	2053.26	2053.67	2052.48	2052.96	3531	0	16
2023.12.22	11:30:00	2052.96	2054.23	2052.95	2053.81	3087	0	16
2023.12.22	11:45:00	2053.71	2054.65	2052.90	2053.36	3267	0	16
2023.12.22	12:00:00	2053.32	2055.00	2053.31	2054.66	2866	0	16
2023.12.22	12:15:00	2054.64	2057.29	2054.60	2056.16	3698	0	16
2023.12.22	12:30:00	2056.16	2056.39	2054.77	2055.60	3542	0	16
2023.12.22	12:45:00	2055.59	2056.06	2054.92	2055.73	2053	0	16
2023.12.22	13:00:00	2055.73	2057.70	2055.09	2057.67	2487	0	16
2023.12.22	13:15:00	2057.68	2062.39	2056.87	2061.94	4608	0	16
2023.12.22	13:30:00	2061.95	2063.04	2059.57	2061.65	7204	0	16
2023.12.22	13:45:00	2061.65	2062.16	2057.79	2060.55	8210	0	16
2023.12.22	14:00:00	2060.56	2062.56	2059.54	2061.07	7784	0	16
2023.12.22	14:15:00	2061.07	2064.50	2060.06	2063.64	5140	0	16
2023.12.22	14:30:00	2063.64	2066.21	2063.63	2065.25	9024	0	16
2023.12.22	14:45:00	2065.23	2065.27	2059.29	2060.24	8512	0	16
2023.12.22	15:00:00	2060.22	2062.72	2058.36	2062.30	8850	0	16
2023.12.22	15:15:00	2062.30	2063.44	2060.35	2062.01	7482	0	16
2023.12.22	15:30:00	2062.00	2063.65	2057.52	2063.07	17665	0	16
2023.12.22	15:45:00	2063.05	2069.36	2062.15	2067.13	12648	0	16
2023.12.22	16:00:00	2067.14	2069.61	2066.80	2067.63	9923	0	16
2023.12.22	16:15:00	2067.43	2067.79	2063.92	2067.65	8132	0	16
2023.12.22	16:30:00	2067.65	2070.14	2065.09	2069.32	11174	0	16
2023.12.22	16:45:00	2069.32	2070.00	2066.24	2068.55	9374	0	16
2023.12.22	17:00:00	2068.55	2070.70	2067.40	2069.73	11737	0	16
2023.12.22	17:15:00	2069.74	2069.78	2062.72	2063.29	9449	0	16
2023.12.22	17:30:00	2063.29	2064.23	2061.49	2062.55	8307	0	16
2023.12.22	17:45:00	2062.55	2062.59	2059.30	2060.67	8005	0	16
2023.12.22	18:00:00	2060.67	2062.12	2057.54	2061.24	8520	0	16
2023.12.22	18:15:00	2061.23	2061.53	2058.57	2059.75	6589	0	16
2023.12.22	18:30:00	2059.75	2060.38	2056.44	2057.10	6462	0	16
2023.12.22	18:45:00	2057.10	2057.27	2051.01	2053.23	11402	0	16
2023.12.22	19:00:00	2053.22	2054.20	2052.13	2052.67	7495	0	18
2023.12.22	19:15:00	2052.69	2055.48	2052.59	2054.76	6357	0	18
2023.12.22	19:30:00	2054.66	2055.42	2053.64	2054.66	4974	0	18
2023.12.22	19:45:00	2054.67	2055.85	2054.13	2055.35	4832	0	18
2023.12.22	20:00:00	2055.37	2057.77	2054.66	2057.66	5528	0	18
2023.12.22	20:15:00	2057.65	2058.14	2056.26	2057.19	4646	0	18
2023.12.22	20:30:00	2057.19	2058.16	2056.07	2056.70	3413	0	18
2023.12.22	20:45:00	2056.80	2057.71	2056.16	2057.19	2664	0	18
2023.12.22	21:00:00	2057.22	2057.36	2054.50	2054.72	3493	0	18
2023.12.22	21:15:00	2054.71	2055.09	2051.61	2052.34	5088	0	18
2023.12.22	21:30:00	2052.44	2053.58	2051.89	2053.47	3904	0	18
2023.12.22	21:45:00	2053.45	2054.30	2053.15	2053.97	2725	0	18
2023.12.22	22:00:00	2053.98	2054.14	2052.36	2053.63	3212	0	18
2023.12.22	22:15:00	2053.65	2053.78	2052.09	2053.21	2987	0	18
2023.12.22	22:30:00	2053.22	2053.30	2052.01	2052.83	1809	0	18
2023.12.22	22:45:00	2052.84	2053.53	2052.52	2053.28	2032	0	4
2023.12.22	23:00:00	2053.29	2053.70	2052.90	2053.42	558	0	5
2023.12.22	23:15:00	2053.44	2053.49	2052.37	2052.53	367	0	29
2023.12.22	23:30:00	2052.53	2053.15	2052.38	2053.08	487	0	6
2023.12.22	23:45:00	2053.08	2053.25	2052.61	2052.75	568	0	4
